             0	      0.569048	      0.378731	       0.15477
         0.002	     -0.364956	     -0.434357	      0.886543
         0.004	      0.220027	     -0.858812	     -0.235259
         0.006	    -0.0140479	     -0.607758	      0.949346
         0.008	     -0.567564	      0.539707	      0.100212
          0.01	      0.227681	      0.319627	      0.988587
         0.012	      0.510702	     -0.317376	     -0.185254
         0.014	      0.191379	     -0.806857	      0.393775
         0.016	    -0.0977166	     -0.608596	     -0.692936
         0.018	       0.93097	     -0.480065	    -0.0364005
          0.02	      0.946944	      0.665893	      0.144386
         0.022	       0.35872	     -0.580477	    -0.0229701
         0.024	     -0.892406	     -0.744446	    -0.0633468
         0.026	      0.835612	   -0.00235869	     -0.248682
         0.028	     -0.268569	       0.46994	     -0.345379
          0.03	     -0.196155	       0.17755	      0.287847
         0.032	   -0.00325155	     0.0230588	     -0.772122
         0.034	      0.369687	     -0.750779	     -0.364814
         0.036	     -0.507553	     -0.981172	      0.019506
         0.038	      0.986715	      0.955327	     -0.225565
          0.04	     -0.942564	      0.787435	      0.210777
         0.042	      0.520526	      0.299765	      0.113508
         0.044	     -0.768481	     0.0199901	     -0.837023
         0.046	      -0.87181	      0.668557	      0.356889
         0.048	      0.406544	      0.894269	      0.656294
          0.05	     -0.765253	     -0.176669	      0.785776
         0.052	      0.393432	       0.56935	     -0.607832
         0.054	      0.260212	   -0.00901389	      -0.75113
         0.056	      0.547062	     -0.287028	     -0.052598
         0.058	    -0.0842518	    -0.0314387	     -0.275262
          0.06	      0.385802	      0.080939	      0.858256
         0.062	     -0.603098	     -0.746006	      0.628244
         0.064	      0.287135	      0.618148	    -0.0209187
         0.066	      0.829265	     -0.555345	      0.906449
         0.068	       0.56261	     0.0226719	     -0.641494
          0.07	   -0.00343002	      -0.94082	     -0.680649
         0.072	     -0.669944	     -0.359719	      0.616868
         0.074	      0.224097	      0.143828	      -0.39328
         0.076	     -0.965186	        0.8918	     -0.870415
         0.078	      0.641799	      0.653438	      0.616381
          0.08	     -0.164368	      0.988025	     -0.927599
         0.082	     -0.218843	     -0.243818	     -0.133103
         0.084	      0.161434	     0.0336065	     -0.730426
         0.086	      0.830166	     -0.885567	    -0.0753649
